termo,frequencia,musicas
l,2,"A Palo Seco, Aguapé, Alucinação, Amor de Perdição, Amor e Crime, Apenas Um Rapaz Latino Americano, Arte Final, Até Amanhã, Ate Mais Ver, Baihuno, Balada de Madame Frigidaire, Balada do Amor, Bebelo, Beijo Molhado, Bel Prazer, Bossa Em Palavrões, Brasileiramente Linda, Brincando Com a Vida, Brotinho de Bambu, Canção de Gesta de Um Trovador Eletrônico, Carisma, Caso Comum de Trânsito, Clamor No Deserto, Comentários a Respeito de John, Como Nossos Pais, Como Se Fosse Pecado, Conheço o Meu Lugar, Coração Selvagem, Corpos Terrestres, Cuidar do Homem, Dandy, De Primeira Grandeza, Depois Das Seis, Divina Comédia Humana, Do Mar, do Céu, do Campo, E Que Tudo Mais Vá Para o Céu, Elegia Obscena, Em Resposta à Carta de Fã, Espacial, Extra Cool, Fotografia 3X4, Galos, Noites e Quintais, Humano Hum, Jornal Blues (Canção Leve de Escárnio e Maldizer), Kitsch Metropolitanus, La Vida Es Sueño, Lamento do Marginal Bem Sucedido, Lira dos Vinte Anos, Medo de Avião, Meu Cordial Brasileiro, Meu Nome é Cem, Monólogo das Grandezas do Brasil, Mote e Glosa, Mucuripe, Na Hora do Almoço, Nada Como Viver, Não Leve Flores, No Maior Jazz, Notícia de Terra Civilizada, Num País Feliz, Objeto Direto, Ondas Tropicais, Onde Jazz Meu Coração?, Os Derradeiros Moicanos, Os Profissionais, Paraíso, Paraíso (1982), Paralelas, Pequeno Mapa do Tempo, Pequeno Perfil de Um Cidadão Comum, Ploft, Populus, Princesa do Meu Lugar, Quinhentos Anos de Quê?, Recitanda, Retórica Sentimental, Rock Romance de Um Robô Goliardo, S.A., Se Você Tivesse Aparecido, Seixo Rolado, Senhoras do Amazonas, Sensual, Sujeito de Sorte, Tambor Tantã, Tocando Por Música, Todo Sujo de Batom, Tudo Outra Vez, Viva La Dolcezza, Voz da América, Ypê"
bala,12,"Bebelo, Como Se Fosse Pecado, Rock Romance de Um Robô Goliardo, Tambor Tantã, Todo Sujo de Batom"
tra,6,"Aguapé, Alucinação, Amor de Perdição, Apenas Um Rapaz Latino Americano, Arte Final, Baihuno, Balada de Madame Frigidaire, Balada do Amor, Bebelo, Beijo Molhado, Bel Prazer, Bossa Em Palavrões, Brasileiramente Linda, Brincando Com a Vida, Canção de Gesta de Um Trovador Eletrônico, Caso Comum de Trânsito, Comentários a Respeito de John, Como Se Fosse Pecado, Conheço o Meu Lugar, Coração Selvagem, Corpos Terrestres, De Primeira Grandeza, Depois Das Seis, Divina Comédia Humana, Elegia Obscena, Espacial, Extra Cool, Fotografia 3X4, Galos, Noites e Quintais, Humano Hum, Jornal Blues (Canção Leve de Escárnio e Maldizer), Kitsch Metropolitanus, Lamento do Marginal Bem Sucedido, Lira dos Vinte Anos, Meu Cordial Brasileiro, Meu Nome é Cem, Monólogo das Grandezas do Brasil, Não Leve Flores, No Maior Jazz, Notícia de Terra Civilizada, Ondas Tropicais, Onde Jazz Meu Coração?, Os Profissionais, Paralelas, Pequeno Mapa do Tempo, Pequeno Perfil de Um Cidadão Comum, Ploft, Populus, Quinhentos Anos de Quê?, Recitanda, Rock Romance de Um Robô Goliardo, Se Você Tivesse Aparecido, Seixo Rolado, Sensual, Tambor Tantã, Tocando Por Música, Todo Sujo de Batom, Tudo Outra Vez, Voz da América"
r,1,"A Palo Seco, Aguapé, Alucinação, Amor de Perdição, Amor e Crime, Apenas Um Rapaz Latino Americano, Arte Final, Até Amanhã, Ate Mais Ver, Baihuno, Balada de Madame Frigidaire, Balada do Amor, Bebelo, Beijo Molhado, Bel Prazer, Bossa Em Palavrões, Brasileiramente Linda, Brincando Com a Vida, Brotinho de Bambu, Canção de Gesta de Um Trovador Eletrônico, Carisma, Caso Comum de Trânsito, Clamor No Deserto, Comentários a Respeito de John, Como Nossos Pais, Como Se Fosse Pecado, Conheço o Meu Lugar, Coração Selvagem, Corpos Terrestres, Cuidar do Homem, Dandy, De Primeira Grandeza, Depois Das Seis, Divina Comédia Humana, Do Mar, do Céu, do Campo, E Que Tudo Mais Vá Para o Céu, Elegia Obscena, Em Resposta à Carta de Fã, Espacial, Extra Cool, Fotografia 3X4, Galos, Noites e Quintais, Humano Hum, Jornal Blues (Canção Leve de Escárnio e Maldizer), Kitsch Metropolitanus, La Vida Es Sueño, Lamento do Marginal Bem Sucedido, Lira dos Vinte Anos, Medo de Avião, Meu Cordial Brasileiro, Meu Nome é Cem, Monólogo das Grandezas do Brasil, Mote e Glosa, Mucuripe, Na Hora do Almoço, Nada Como Viver, Não Leve Flores, No Maior Jazz, Notícia de Terra Civilizada, Num País Feliz, Objeto Direto, Ondas Tropicais, Onde Jazz Meu Coração?, Os Derradeiros Moicanos, Os Profissionais, Paraíso, Paraíso (1982), Paralelas, Pequeno Mapa do Tempo, Pequeno Perfil de Um Cidadão Comum, Ploft, Populus, Princesa do Meu Lugar, Quinhentos Anos de Quê?, Recitanda, Retórica Sentimental, Rock Romance de Um Robô Goliardo, S.A., Se Você Tivesse Aparecido, Seixo Rolado, Senhoras do Amazonas, Sensual, Sujeito de Sorte, Tambor Tantã, Tocando Por Música, Todo Sujo de Batom, Tudo Outra Vez, Viva La Dolcezza, Voz da América, Ypê"
beijo,12,"Beijo Molhado, Caso Comum de Trânsito, Coração Selvagem, Extra Cool, Lamento do Marginal Bem Sucedido, Sensual, Voz da América"
molhado,4,"Beijo Molhado, Lamento do Marginal Bem Sucedido, Sensual"
escandalizado,3,"Beijo Molhado, Lamento do Marginal Bem Sucedido"
sintonizado,1,Beijo Molhado
comprado,1,Beijo Molhado
supermercado,2,"Beijo Molhado, Dandy"
transistorizado,1,Beijo Molhado
japão,1,Beijo Molhado
sabe,14,"Beijo Molhado, Canção de Gesta de Um Trovador Eletrônico, Caso Comum de Trânsito, Clamor No Deserto, Conheço o Meu Lugar, Coração Selvagem, Elegia Obscena, Em Resposta à Carta de Fã, Jornal Blues (Canção Leve de Escárnio e Maldizer), Lamento do Marginal Bem Sucedido, Monólogo das Grandezas do Brasil, Nada Como Viver, Não Leve Flores, Os Profissionais, Retórica Sentimental, Rock Romance de Um Robô Goliardo, Senhoras do Amazonas, Tudo Outra Vez"
dar,17,"Alucinação, Beijo Molhado, Canção de Gesta de Um Trovador Eletrônico, Comentários a Respeito de John, Como Se Fosse Pecado, Coração Selvagem, Cuidar do Homem, Depois Das Seis, E Que Tudo Mais Vá Para o Céu, Espacial, Fotografia 3X4, Jornal Blues (Canção Leve de Escárnio e Maldizer), Lamento do Marginal Bem Sucedido, Lira dos Vinte Anos, Meu Cordial Brasileiro, Monólogo das Grandezas do Brasil, Mucuripe, Os Derradeiros Moicanos, Paralelas, Rock Romance de Um Robô Goliardo, Se Você Tivesse Aparecido, Tambor Tantã, Tudo Outra Vez, Viva La Dolcezza"
marilyn,1,Beijo Molhado
greta,1,Beijo Molhado
marlene,1,Beijo Molhado
deusas,1,Beijo Molhado
amei,2,"Beijo Molhado, Fotografia 3X4"
mãos,1,Beijo Molhado
fumaça,1,"Beijo Molhado, Cuidar do Homem"
azul,8,"Beijo Molhado, Dandy, Ondas Tropicais, Onde Jazz Meu Coração?, Seixo Rolado, Senhoras do Amazonas, Tudo Outra Vez"
poeira,1,Beijo Molhado
quanta,1,"Beijo Molhado, Espacial"
saúde,3,"Beijo Molhado, Como Se Fosse Pecado, Conheço o Meu Lugar"
fascination,1,Beijo Molhado
holywood,1,Beijo Molhado
cartão,1,Beijo Molhado
postal,1,Beijo Molhado
lamê,1,Beijo Molhado
tesouro,2,Beijo Molhado
juventude,8,"Beijo Molhado, Brincando Com a Vida, Canção de Gesta de Um Trovador Eletrônico, Como Nossos Pais, Conheço o Meu Lugar, Dandy, Paralelas, Rock Romance de Um Robô Goliardo"
cuba,3,"Beijo Molhado, Extra Cool, Os Derradeiros Moicanos, Tambor Tantã"
libre,3,"Beijo Molhado, Extra Cool"
anti-ilha,1,Beijo Molhado
ganhei,1,Beijo Molhado
matine,1,Beijo Molhado
moças,1,Beijo Molhado
bonecas,1,Beijo Molhado
louça,1,"Beijo Molhado, Ploft"
fofinhas,1,Beijo Molhado
dolores,1,Beijo Molhado
mi,5,"A Palo Seco, Aguapé, Alucinação, Amor de Perdição, Amor e Crime, Apenas Um Rapaz Latino Americano, Arte Final, Ate Mais Ver, Baihuno, Balada de Madame Frigidaire, Balada do Amor, Beijo Molhado, Bossa Em Palavrões, Brasileiramente Linda, Brincando Com a Vida, Canção de Gesta de Um Trovador Eletrônico, Caso Comum de Trânsito, Clamor No Deserto, Comentários a Respeito de John, Como Nossos Pais, Como Se Fosse Pecado, Conheço o Meu Lugar, Coração Selvagem, Corpos Terrestres, Cuidar do Homem, Dandy, De Primeira Grandeza, Depois Das Seis, Divina Comédia Humana, Do Mar, do Céu, do Campo, E Que Tudo Mais Vá Para o Céu, Elegia Obscena, Em Resposta à Carta de Fã, Fotografia 3X4, Galos, Noites e Quintais, Jornal Blues (Canção Leve de Escárnio e Maldizer), La Vida Es Sueño, Lamento do Marginal Bem Sucedido, Meu Nome é Cem, Monólogo das Grandezas do Brasil, Mucuripe, Na Hora do Almoço, Não Leve Flores, Objeto Direto, Ondas Tropicais, Onde Jazz Meu Coração?, Os Derradeiros Moicanos, Os Profissionais, Paraíso, Paraíso (1982), Paralelas, Pequeno Mapa do Tempo, Pequeno Perfil de Um Cidadão Comum, Ploft, Populus, Princesa do Meu Lugar, Recitanda, Rock Romance de Um Robô Goliardo, S.A., Se Você Tivesse Aparecido, Seixo Rolado, Senhoras do Amazonas, Sensual, Sujeito de Sorte, Tambor Tantã, Tocando Por Música, Todo Sujo de Batom, Tudo Outra Vez, Viva La Dolcezza, Voz da América"
pasión,1,Beijo Molhado
diana,1,"Beijo Molhado, Em Resposta à Carta de Fã"
suburbana,1,Beijo Molhado
sulamericana,1,"Beijo Molhado, Meu Cordial Brasileiro"
suja,3,"Beijo Molhado, Todo Sujo de Batom"
batom,4,"Beijo Molhado, Comentários a Respeito de John, Todo Sujo de Batom"
discoteque,1,Beijo Molhado
musa,4,"Beijo Molhado, Canção de Gesta de Um Trovador Eletrônico, De Primeira Grandeza, Jornal Blues (Canção Leve de Escárnio e Maldizer), Rock Romance de Um Robô Goliardo"
fliperama,2,"Beijo Molhado, Do Mar, do Céu, do Campo, Rock Romance de Um Robô Goliardo"
bichinho,1,Beijo Molhado
vamos,3,"Arte Final, Beijo Molhado, Os Profissionais, Rock Romance de Um Robô Goliardo"
motocicleta,2,"Alucinação, Beijo Molhado, Rock Romance de Um Robô Goliardo"
tomar,4,"Beijo Molhado, Lamento do Marginal Bem Sucedido, Os Profissionais, Rock Romance de Um Robô Goliardo"
sorvete,2,"Beijo Molhado, Rock Romance de Um Robô Goliardo"
lanchonete,2,"Beijo Molhado, Rock Romance de Um Robô Goliardo"
rola,2,"Beijo Molhado, Canção de Gesta de Um Trovador Eletrônico, Lira dos Vinte Anos, No Maior Jazz, Rock Romance de Um Robô Goliardo, Seixo Rolado, Tambor Tantã, Tocando Por Música"
louca,4,"Beijo Molhado, Caso Comum de Trânsito, Como Se Fosse Pecado, Paraíso"
boca,4,"Beijo Molhado, Na Hora do Almoço, Onde Jazz Meu Coração?, Paraíso, Rock Romance de Um Robô Goliardo"
carro,8,"Beijo Molhado, Coração Selvagem, Elegia Obscena, Lamento do Marginal Bem Sucedido, Paralelas, Rock Romance de Um Robô Goliardo, Voz da América"
trás,1,"Amor de Perdição, Beijo Molhado, Bossa Em Palavrões, La Vida Es Sueño"
pelvis,1,Beijo Molhado
toque,12,"Beijo Molhado, Canção de Gesta de Um Trovador Eletrônico, Dandy, Do Mar, do Céu, do Campo, Elegia Obscena, Extra Cool, Jornal Blues (Canção Leve de Escárnio e Maldizer), Medo de Avião, Rock Romance de Um Robô Goliardo"
saques,1,Beijo Molhado
sax,1,Beijo Molhado
al,2,"A Palo Seco, Aguapé, Alucinação, Amor de Perdição, Amor e Crime, Apenas Um Rapaz Latino Americano, Arte Final, Até Amanhã, Ate Mais Ver, Baihuno, Balada de Madame Frigidaire, Balada do Amor, Bebelo, Beijo Molhado, Bel Prazer, Bossa Em Palavrões, Brasileiramente Linda, Brincando Com a Vida, Brotinho de Bambu, Canção de Gesta de Um Trovador Eletrônico, Carisma, Caso Comum de Trânsito, Clamor No Deserto, Como Nossos Pais, Como Se Fosse Pecado, Conheço o Meu Lugar, Coração Selvagem, Corpos Terrestres, Cuidar do Homem, Dandy, De Primeira Grandeza, Depois Das Seis, Divina Comédia Humana, Do Mar, do Céu, do Campo, E Que Tudo Mais Vá Para o Céu, Elegia Obscena, Em Resposta à Carta de Fã, Espacial, Extra Cool, Fotografia 3X4, Galos, Noites e Quintais, Humano Hum, Jornal Blues (Canção Leve de Escárnio e Maldizer), Kitsch Metropolitanus, La Vida Es Sueño, Lamento do Marginal Bem Sucedido, Meu Cordial Brasileiro, Meu Nome é Cem, Monólogo das Grandezas do Brasil, Mote e Glosa, Mucuripe, Na Hora do Almoço, Nada Como Viver, Não Leve Flores, No Maior Jazz, Num País Feliz, Objeto Direto, Ondas Tropicais, Os Derradeiros Moicanos, Os Profissionais, Paraíso, Paraíso (1982), Paralelas, Pequeno Mapa do Tempo, Pequeno Perfil de Um Cidadão Comum, Ploft, Populus, Quinhentos Anos de Quê?, Recitanda, Retórica Sentimental, Rock Romance de Um Robô Goliardo, S.A., Se Você Tivesse Aparecido, Seixo Rolado, Senhoras do Amazonas, Sensual, Sujeito de Sorte, Tambor Tantã, Tocando Por Música, Todo Sujo de Batom, Tudo Outra Vez, Voz da América"
delle,2,Beijo Molhado
cose,1,Beijo Molhado
piu,1,Beijo Molhado
belle,1,Beijo Molhado
ci,3,"A Palo Seco, Alucinação, Amor e Crime, Apenas Um Rapaz Latino Americano, Até Amanhã, Ate Mais Ver, Baihuno, Balada de Madame Frigidaire, Balada do Amor, Beijo Molhado, Bel Prazer, Bossa Em Palavrões, Brasileiramente Linda, Brincando Com a Vida, Canção de Gesta de Um Trovador Eletrônico, Carisma, Caso Comum de Trânsito, Clamor No Deserto, Comentários a Respeito de John, Como Nossos Pais, Como Se Fosse Pecado, Conheço o Meu Lugar, Corpos Terrestres, Dandy, Depois Das Seis, Do Mar, do Céu, do Campo, E Que Tudo Mais Vá Para o Céu, Elegia Obscena, Em Resposta à Carta de Fã, Espacial, Extra Cool, Fotografia 3X4, Jornal Blues (Canção Leve de Escárnio e Maldizer), La Vida Es Sueño, Lamento do Marginal Bem Sucedido, Lira dos Vinte Anos, Medo de Avião, Meu Cordial Brasileiro, Meu Nome é Cem, Monólogo das Grandezas do Brasil, Na Hora do Almoço, Nada Como Viver, Não Leve Flores, No Maior Jazz, Notícia de Terra Civilizada, Num País Feliz, Objeto Direto, Ondas Tropicais, Onde Jazz Meu Coração?, Os Derradeiros Moicanos, Paraíso, Pequeno Mapa do Tempo, Pequeno Perfil de Um Cidadão Comum, Ploft, Populus, Princesa do Meu Lugar, Quinhentos Anos de Quê?, Recitanda, Retórica Sentimental, Rock Romance de Um Robô Goliardo, S.A., Se Você Tivesse Aparecido, Seixo Rolado, Senhoras do Amazonas, Tambor Tantã, Todo Sujo de Batom, Tudo Outra Vez, Voz da América, Ypê"
di,1,"A Palo Seco, Alucinação, Amor de Perdição, Amor e Crime, Apenas Um Rapaz Latino Americano, Arte Final, Até Amanhã, Ate Mais Ver, Baihuno, Balada de Madame Frigidaire, Balada do Amor, Beijo Molhado, Bossa Em Palavrões, Brasileiramente Linda, Brincando Com a Vida, Brotinho de Bambu, Canção de Gesta de Um Trovador Eletrônico, Caso Comum de Trânsito, Clamor No Deserto, Comentários a Respeito de John, Como Nossos Pais, Como Se Fosse Pecado, Conheço o Meu Lugar, Coração Selvagem, Corpos Terrestres, Cuidar do Homem, Divina Comédia Humana, Do Mar, do Céu, do Campo, E Que Tudo Mais Vá Para o Céu, Elegia Obscena, Em Resposta à Carta de Fã, Espacial, Fotografia 3X4, Jornal Blues (Canção Leve de Escárnio e Maldizer), La Vida Es Sueño, Lamento do Marginal Bem Sucedido, Meu Cordial Brasileiro, Meu Nome é Cem, Monólogo das Grandezas do Brasil, Mote e Glosa, Na Hora do Almoço, Nada Como Viver, Não Leve Flores, No Maior Jazz, Notícia de Terra Civilizada, Num País Feliz, Objeto Direto, Onde Jazz Meu Coração?, Os Derradeiros Moicanos, Os Profissionais, Paraíso, Paralelas, Pequeno Mapa do Tempo, Pequeno Perfil de Um Cidadão Comum, Ploft, Populus, Princesa do Meu Lugar, Quinhentos Anos de Quê?, Retórica Sentimental, Rock Romance de Um Robô Goliardo, S.A., Se Você Tivesse Aparecido, Seixo Rolado, Senhoras do Amazonas, Sensual, Tambor Tantã, Tocando Por Música, Tudo Outra Vez, Voz da América"
stille,1,Beijo Molhado
perme,1,"Beijo Molhado, Dandy"
libertar,2,Bel Prazer
espírito,5,"Bel Prazer, Jornal Blues (Canção Leve de Escárnio e Maldizer), Pequeno Mapa do Tempo, Sensual"
coração,29,"Bel Prazer, Brincando Com a Vida, Clamor No Deserto, Comentários a Respeito de John, Como Nossos Pais, Como Se Fosse Pecado, Coração Selvagem, Dandy, Elegia Obscena, Fotografia 3X4, Lamento do Marginal Bem Sucedido, Lira dos Vinte Anos, Monólogo das Grandezas do Brasil, Nada Como Viver, Não Leve Flores, No Maior Jazz, Ondas Tropicais, Onde Jazz Meu Coração?, Paralelas, Pequeno Mapa do Tempo, Recitanda, Rock Romance de Um Robô Goliardo, Se Você Tivesse Aparecido, Tudo Outra Vez, Voz da América"
estômago,2,Bel Prazer
verbo,4,"Bel Prazer, Os Derradeiros Moicanos, Sensual"
ventre,2,Bel Prazer
cérebro,2,Bel Prazer
pode,14,"Baihuno, Bel Prazer, Caso Comum de Trânsito, Como Nossos Pais, Conheço o Meu Lugar, Cuidar do Homem, Divina Comédia Humana, Elegia Obscena, Fotografia 3X4, Jornal Blues (Canção Leve de Escárnio e Maldizer), Lamento do Marginal Bem Sucedido, Monólogo das Grandezas do Brasil, Não Leve Flores, Os Profissionais, Princesa do Meu Lugar, Se Você Tivesse Aparecido, Todo Sujo de Batom"
coro,1,Bel Prazer
irene,2,Bel Prazer
preta,1,Bel Prazer
bom,22,"Bel Prazer, Canção de Gesta de Um Trovador Eletrônico, Caso Comum de Trânsito, Clamor No Deserto, Como Se Fosse Pecado, Coração Selvagem, Cuidar do Homem, Meu Cordial Brasileiro, Monólogo das Grandezas do Brasil, Ondas Tropicais, Os Derradeiros Moicanos, Os Profissionais, Paraíso (1982), Quinhentos Anos de Quê?, Recitanda, Rock Romance de Um Robô Goliardo, Sensual, Tambor Tantã, Todo Sujo de Batom, Voz da América"
humor,5,"Bel Prazer, Paraíso (1982), Sensual, Tudo Outra Vez, Voz da América"
forte,7,"Bel Prazer, Carisma, Não Leve Flores, Notícia de Terra Civilizada, Sujeito de Sorte"
peito,4,"Bel Prazer, Cuidar do Homem, Elegia Obscena, Jornal Blues (Canção Leve de Escárnio e Maldizer), Na Hora do Almoço, Todo Sujo de Batom"
chorar,3,"Bel Prazer, Princesa do Meu Lugar"
en,15,"A Palo Seco, Aguapé, Alucinação, Amor de Perdição, Amor e Crime, Apenas Um Rapaz Latino Americano, Arte Final, Ate Mais Ver, Baihuno, Balada de Madame Frigidaire, Balada do Amor, Beijo Molhado, Bel Prazer, Bossa Em Palavrões, Brasileiramente Linda, Brincando Com a Vida, Brotinho de Bambu, Canção de Gesta de Um Trovador Eletrônico, Carisma, Caso Comum de Trânsito, Clamor No Deserto, Comentários a Respeito de John, Como Nossos Pais, Como Se Fosse Pecado, Conheço o Meu Lugar, Coração Selvagem, Corpos Terrestres, Cuidar do Homem, Dandy, De Primeira Grandeza, Depois Das Seis, Divina Comédia Humana, Do Mar, do Céu, do Campo, E Que Tudo Mais Vá Para o Céu, Elegia Obscena, Em Resposta à Carta de Fã, Espacial, Extra Cool, Fotografia 3X4, Galos, Noites e Quintais, Jornal Blues (Canção Leve de Escárnio e Maldizer), Kitsch Metropolitanus, La Vida Es Sueño, Lamento do Marginal Bem Sucedido, Lira dos Vinte Anos, Medo de Avião, Meu Cordial Brasileiro, Meu Nome é Cem, Monólogo das Grandezas do Brasil, Mote e Glosa, Mucuripe, Na Hora do Almoço, Nada Como Viver, Não Leve Flores, No Maior Jazz, Notícia de Terra Civilizada, Num País Feliz, Objeto Direto, Ondas Tropicais, Onde Jazz Meu Coração?, Os Derradeiros Moicanos, Os Profissionais, Paraíso, Paraíso (1982), Paralelas, Pequeno Mapa do Tempo, Pequeno Perfil de Um Cidadão Comum, Ploft, Populus, Princesa do Meu Lugar, Quinhentos Anos de Quê?, Recitanda, Retórica Sentimental, Rock Romance de Um Robô Goliardo, S.A., Se Você Tivesse Aparecido, Seixo Rolado, Senhoras do Amazonas, Sensual, Sujeito de Sorte, Tambor Tantã, Tocando Por Música, Todo Sujo de Batom, Tudo Outra Vez, Voz da América, Ypê"
vereda,2,Bel Prazer
tropical,9,"Bel Prazer, Em Resposta à Carta de Fã, No Maior Jazz, Os Derradeiros Moicanos, Os Profissionais, Senhoras do Amazonas"
hay,3,"Bel Prazer, La Vida Es Sueño"
cana,4,"Beijo Molhado, Bel Prazer, Fotografia 3X4, Galos, Noites e Quintais, Lamento do Marginal Bem Sucedido, Meu Cordial Brasileiro, Os Derradeiros Moicanos, Tambor Tantã"
canela,2,Bel Prazer
crecen,2,Bel Prazer
las,6,"Amor de Perdição, Baihuno, Balada de Madame Frigidaire, Balada do Amor, Beijo Molhado, Bel Prazer, Bossa Em Palavrões, Canção de Gesta de Um Trovador Eletrônico, Divina Comédia Humana, Espacial, Jornal Blues (Canção Leve de Escárnio e Maldizer), La Vida Es Sueño, Monólogo das Grandezas do Brasil, Mucuripe, Paralelas, Ploft, Quinhentos Anos de Quê?, Rock Romance de Um Robô Goliardo, Tocando Por Música"
palmas,3,"Bel Prazer, Os Derradeiros Moicanos"
yo,2,"Beijo Molhado, Bel Prazer, Corpos Terrestres, Medo de Avião, Se Você Tivesse Aparecido"
soy,2,Bel Prazer
un,5,"A Palo Seco, Alucinação, Amor de Perdição, Amor e Crime, Arte Final, Baihuno, Balada de Madame Frigidaire, Balada do Amor, Bel Prazer, Bossa Em Palavrões, Brasileiramente Linda, Carisma, Caso Comum de Trânsito, Como Nossos Pais, Como Se Fosse Pecado, Conheço o Meu Lugar, Coração Selvagem, Corpos Terrestres, Cuidar do Homem, Dandy, Depois Das Seis, Divina Comédia Humana, Em Resposta à Carta de Fã, Extra Cool, Fotografia 3X4, Galos, Noites e Quintais, Jornal Blues (Canção Leve de Escárnio e Maldizer), La Vida Es Sueño, Lamento do Marginal Bem Sucedido, Medo de Avião, Monólogo das Grandezas do Brasil, Mucuripe, Na Hora do Almoço, Notícia de Terra Civilizada, Os Derradeiros Moicanos, Os Profissionais, Pequeno Mapa do Tempo, Pequeno Perfil de Um Cidadão Comum, Ploft, Populus, Princesa do Meu Lugar, Quinhentos Anos de Quê?, Rock Romance de Um Robô Goliardo, S.A., Se Você Tivesse Aparecido, Senhoras do Amazonas, Tambor Tantã, Tudo Outra Vez"
